,coin_name,price,market_cap,volume,supply
622,Fractal BitcoinFB,$19.06,"$35,481,791","$22,307,794","1,861,925 FB"
623,Victoria VRVR,$0.006612,"$35,283,659","$6,638,129","5,336,247,368 VR"
624,Steem DollarsSBD,$2.57,"$35,137,439","$3,219,637","13,659,210 SBD"
625,Star AtlasATLAS,$0.002068,"$35,003,685","$1,573,868","16,927,523,711 ATLAS"
626,Boson ProtocolBOSON,$0.2632,"$34,908,268","$632,749","132,645,891 BOSON"
627,Across ProtocolACX,$0.2497,"$34,472,245","$832,569","138,063,734 ACX"
628,WanchainWAN,$0.1735,"$34,397,532","$1,442,431","198,249,429 WAN"
629,IAGONIAG,$0.09142,"$34,375,724","$396,335","376,020,434 IAG"
630,StrikeSTRK,$6.51,"$34,363,151","$2,642,082","5,281,680 STRK"
631,PolkastarterPOLS,$0.3453,"$34,326,275","$2,211,274","99,401,432 POLS"
632,StaFiFIS,$0.3268,"$34,187,112","$3,457,298","104,598,941 FIS"
633,Bitcoin WizardsWZRD,$1.62,"$34,089,741","$218,948","21,000,000 WZRD"
634,IDEXIDEX,$0.04222,"$34,088,993","$5,530,272","807,488,993 IDEX"
635,Koala AIKOKO,$0.053738,"$34,052,311","$1,267,215","9,110,383,747,597 KOKO"
636,WhiteheartWHITE,"$3,818.24","$33,936,480",,"8,888 WHITE"
637,KARRATKARRAT,$0.291,"$33,865,738","$1,025,854","116,385,624 KARRAT"
638,PropbasePROPS,$0.09152,"$33,840,363","$1,653,865","369,751,554 PROPS"
639,BitgertBRISE,$0.078511,"$33,675,596","$1,057,043","395,688,215,721,653 BRISE"
640,SologenicSOLO,$0.08414,"$33,652,602","$1,860,828","399,947,699 SOLO"
641,KomodoKMD,$0.2455,"$33,376,709","$1,681,251","135,953,876 KMD"
642,AVINOCAVINOC,$0.08541,"$33,245,790","$1,976","389,244,472 AVINOC"
643,UltraUOS,$0.08675,"$33,377,500","$675,675","384,741,464 UOS"
644,Dego FinanceDEGO,$1.58,"$33,228,298","$1,903,491","20,997,213 DEGO"
645,AlchemixALCX,$14.17,"$32,851,666","$2,137,856","2,318,949 ALCX"
646,EuriteEURI,$1.11,"$32,818,052","$47,255,739","29,510,831 EURI"
647,Agoras: Currency of TauAGRS,$1.09,"$32,653,323","$61,840","29,892,947 AGRS"
648,VoxiesVOXEL,$0.1668,"$32,091,235","$9,642,140","192,392,845 VOXEL"
649,SovrynSOV,$0.4994,"$31,898,418","$37,590","63,870,369 SOV"
650,ROGin AIROG,$0.4733,"$31,707,689","$583,688","66,989,874 ROG"
651,FirmaChainFCT,$0.03515,"$31,609,382","$5,097,788","899,232,680 FCT"
652,Games for a LivingGFAL,$0.01175,"$31,607,870","$3,820,242","2,689,907,500 GFAL"
653,RallyRLY,$0.005936,"$30,982,995","$975,660","5,219,106,835 RLY"
654,DynexDNX,$0.3229,"$30,849,747","$856,851","95,541,402 DNX"
655,Isiklar CoinISIKC,$0.3057,"$30,574,474","$1,170,074","100,000,000 ISIKC"
656,Harvest FinanceFARM,$44.35,"$30,469,448","$1,146,135","687,054 FARM"
657,COMBOCOMBO,$0.4257,"$30,245,704","$2,270,707","71,051,748 COMBO"
658,HoppyHOPPY,$0.00007173,"$30,175,866","$2,895,243","420,690,000,000 HOPPY"
659,StrikeXSTRX,$0.03459,"$30,089,465","$1,155,430","869,935,244 STRX"
660,trac (Ordinals)TRAC,$1.43,"$30,008,418","$642,767","21,000,000 TRAC"
661,GameFi.orgGAFI,$2.72,"$29,803,207","$634,432","10,945,063 GAFI"
662,GEODNETGEOD,$0.2027,"$29,679,575","$516,271","146,420,041 GEOD"
663,PolySwarmNCT,$0.01572,"$29,647,892","$5,537,634","1,885,500,782 NCT"
664,SaveSLND,$0.7378,"$29,589,250","$78,105","40,105,884 SLND"
665,Assemble AIASM,$0.01969,"$29,538,961","$432,953","1,500,000,000 ASM"
666,ParclPRCL,$0.202,"$29,266,573","$25,307,515","144,901,780 PRCL"
667,SIDUSSIDUS,$0.003127,"$29,257,867","$744,345","9,356,868,845 SIDUS"
668,Numbers ProtocolNUM,$0.0431,"$29,154,877","$590,632","676,474,220 NUM"
669,GrokGROK,$0.004612,"$29,153,538","$7,737,168","6,320,722,799 GROK"
670,ConnexCONX,$25.17,"$29,144,076","$165,580","1,158,000 CONX"
671,SelfKeyKEY,$0.004841,"$29,048,217","$3,293,148","5,999,999,954 KEY"
672,BIMBIM,$1.14,"$28,990,490","$99,563","25,455,074 BIM"
673,Reserve DollarRSV,$0.9991,"$28,825,851",,"28,850,667 RSV"
674,PlayDappPDA,$0.04768,"$28,697,002","$4,841,879","601,810,482 PDA"
675,XSGDXSGD,$0.773,"$28,679,343","$379,432","37,100,109 XSGD"
676,MAGAMAGA,$0.00007294,"$28,465,417","$10,060,885","390,258,895,840 MAGA"
677,AVAAVA,$0.5269,"$28,597,472","$1,522,436","54,278,088 AVA"
678,crow with knifeCAW,$0.073705,"$28,523,966","$394,583","769,861,397,731,578 CAW"
679,Measurable Data TokenMDT,$0.04222,"$28,548,613","$2,230,912","676,157,013 MDT"
680,TranchessCHESS,$0.1645,"$28,494,300","$3,808,722","173,191,385 CHESS"
681,Doge KillerLEASH,$262.52,"$27,925,522","$731,033","106,373 LEASH"
682,RichQUACK.comQUACK,$0.096356,"$28,026,233","$504,116","44,085,961,274,152,304 QUACK"
683,Linear FinanceLINA,$0.004184,"$28,279,604","$9,394,026","6,758,502,299 LINA"
684,Stronghold TokenSHX,$0.004849,"$28,094,409","$93,059","5,793,905,044 SHX"
685,DEAPcoinDEP,$0.001027,"$27,695,913","$963,672","26,978,413,910 DEP"
686,DecimalDEL,$0.002524,"$27,696,020","$474,215","10,971,976,964 DEL"
687,VAIOTVAI,$0.08032,"$27,689,954","$779,500","344,751,032 VAI"
688,ChainSwapCSWAP,$0.02973,"$27,477,465","$72,808","924,289,610 CSWAP"
689,Paris Saint-Germain Fan TokenPSG,$2.27,"$27,460,936","$1,937,108","12,088,941 PSG"
690,SaucerSwapSAUCE,$0.03896,"$27,198,843","$1,148,534","698,052,957 SAUCE"
691,Sentinel ProtocolUPP,$0.05453,"$27,148,120","$742,214","497,834,800 UPP"
692,CoreumCOREUM,$0.07007,"$26,962,814","$1,416,878","384,792,048 COREUM"
693,LinqAILNQ,$0.1403,"$26,854,839","$1,327,549","191,434,059 LNQ"
694,Ice Open NetworkICE,$0.004059,"$26,847,827","$2,952,490","6,615,204,261 ICE"
695,GroestlcoinGRS,$0.3174,"$27,272,472","$3,829,463","85,930,739 GRS"
696,PARSIQPRQ,$0.1031,"$26,824,853","$2,226,553","260,256,872 PRQ"
697,BurgerCitiesBURGER,$0.4683,"$26,643,376","$32,965,408","56,894,126 BURGER"
698,Green Satoshi Token (SOL)GST,$0.01314,"$26,335,175","$627,823","2,003,749,572 GST"
699,SingularityDAOSDAO,$0.3177,"$26,286,557","$739,479","82,733,204 SDAO"
700,Q ProtocolQGOV,$0.1744,"$26,193,650","$31,008","150,171,298 QGOV"
701,NEOPINNPT,$0.2495,"$26,147,510","$873,404","104,810,305 NPT"
702,Dora FactoryDORA,$0.04859,"$26,106,918","$1,607,557","537,277,116 DORA"
703,ZukiverseZUKI,$0.7086,"$26,089,992","$22,187","36,819,022 ZUKI"
704,Alpaca FinanceALPACA,$0.1725,"$26,029,657","$6,680,768","150,896,621 ALPACA"
705,SamoyedcoinSAMO,$0.007053,"$25,794,810","$865,587","3,657,134,467 SAMO"
706,FEED EVERY GORILLAFEG,$0.0003194,"$25,726,431","$303,923","80,541,528,882 FEG"
707,CateCATE,$0.02556,"$25,559,625","$19,298,684","1,000,000,000 CATE"
708,BFG TokenBFG,$0.02269,"$25,478,586","$10,089","1,122,808,916 BFG"
709,WeBuyWE,$0.07022,"$25,420,335","$54,921","362,031,240 WE"
710,Kishu InuKISHU,$0.092693,"$25,081,461","$641,796","93,136,097,121,133,936 KISHU"
711,Gearbox ProtocolGEAR,$0.00452,"$25,057,337","$548,693","5,543,851,886 GEAR"
712,ChaingeXCHNG,$0.05269,"$24,978,906","$413,463","474,046,128 XCHNG"
713,IRISnetIRIS,$0.01522,"$24,604,345","$878,071","1,616,860,279 IRIS"
714,CEEK VRCEEK,$0.03048,"$24,556,725","$2,558,717","805,717,779 CEEK"
715,AhaTokenAHT,$0.004422,"$24,465,612","$602,389","5,533,190,979 AHT"
716,ASDASD,$0.03694,"$24,404,667","$1,349,382","660,615,274 ASD"
717,Miracle PlayMPT,$0.03971,"$24,403,940","$451,877","614,613,469 MPT"
718,GameStopGME,$0.003544,"$24,400,665","$10,231,969","6,885,214,218 GME"
719,Data Ownership ProtocolDOP,$0.00293,"$24,307,760","$4,742,629","8,297,009,322 DOP"
720,EdelcoinEDLC,$1.13,"$24,241,406","$9,511,312","21,544,028 EDLC"
721,Moss CoinMOC,$0.05809,"$24,192,712","$2,326,404","416,489,688 MOC"
722,Vertex ProtocolVRTX,$0.07551,"$24,145,911","$1,912,507","319,776,796 VRTX"
723,ResearchCoinRSC,$0.2528,"$24,065,707","$61,295","95,213,466 RSC"
724,Cetus ProtocolCETUS,$0.08589,"$24,050,525","$9,529,408","280,000,000 CETUS"
725,Helium IOTIOT,$0.001249,"$23,860,904","$68,222","19,099,387,865 IOT"
726,APXAPX,$0.04481,"$23,860,857","$322,427","532,548,694 APX"
727,MultibitMUBI,$0.02503,"$23,780,759","$5,167,613","950,000,000 MUBI"
728,xMoneyUTK,$0.04744,"$23,719,384","$1,798,718","500,000,000 UTK"
729,AirDAOAMB,$0.007516,"$23,631,267","$2,140,781","3,144,149,487 AMB"
730,Graphlinq ChainGLQ,$0.06928,"$23,555,160","$1,415,743","339,999,895 GLQ"
731,Guild of GuardiansGOG,$0.03639,"$23,341,807","$363,458","641,384,001 GOG"
732,catwifhatCWIF,$0.066882,"$23,313,274","$319,380","33,877,510,727,511 CWIF"
733,sUSDSUSD,$0.9769,"$23,312,330","$1,121,567","23,864,685 SUSD"
734,Alpha Quark TokenAQT,$0.8679,"$23,265,811","$2,042,585","26,806,201 AQT"
735,The Root NetworkROOT,$0.02237,"$23,235,848","$4,156,900","1,038,925,778 ROOT"
736,BeefyBIFI,$290.15,"$23,211,658","$1,391,455","80,000 BIFI"
737,PaxePAXE,$7.71,"$23,140,024","$2,127,928","3,000,000 PAXE"
738,Morpheus.NetworkMNW,$0.4861,"$22,936,330","$192,976","47,180,014 MNW"
739,XeniosCoinXNC,$0.3001,"$22,888,823",,"76,274,958 XNC"
740,XPR NetworkXPR,$0.0008561,"$22,823,997","$437,492","26,660,268,408 XPR"
741,Swarm MarketsSMT,$0.2771,"$22,668,170","$179,836","81,815,875 SMT"
742,dForceDF,$0.03229,"$22,603,598","$1,383,349","699,926,147 DF"
743,pSTAKE FinancePSTAKE,$0.05138,"$22,588,744","$1,087,822","439,651,042 PSTAKE"
744,Sabai ProtocolSABAI,$0.04271,"$22,495,866","$226,829","526,710,884 SABAI"
745,Unifi Protocol DAOUNFI,$2.61,"$22,479,734","$4,487,223","8,629,041 UNFI"
746,VITEVITE,$0.02024,"$22,292,568","$4,539,090","1,101,655,751 VITE"
747,ZTXZTX,$0.0058,"$22,185,097","$1,249,182","3,825,073,881 ZTX"
748,PolytradeTRADE,$0.5886,"$22,074,056","$1,168,179","37,500,243 TRADE"
749,Hacken TokenHAI,$0.03426,"$22,099,189","$291,476","644,990,562 HAI"
750,FIO ProtocolFIO,$0.02781,"$21,997,939","$2,277,322","790,957,091 FIO"
751,GalxeGAL,$2.25,"$21,939,286","$36,848","9,740,579 GAL"
752,KLAYswap ProtocolKSP,$0.275,"$21,882,138","$354,667","79,556,974 KSP"
753,Aura FinanceAURA,$0.3957,"$21,814,052","$298,380","55,125,601 AURA"
754,BIDRBIDR,$0.00007826,"$21,722,231",$42,"277,566,300,089 BIDR"
755,AdExADX,$0.1493,"$21,507,182","$4,287,471","144,046,027 ADX"
756,BasenjiBENJI,$0.0233,"$21,485,729","$2,224,137","922,044,870 BENJI"
757,AXELAXEL,$0.07553,"$21,383,460","$9,587","283,102,718 AXEL"
758,PUPS (Ordinals)PUPS,$2.75,"$21,349,117","$203,244","7,770,000 PUPS"
759,TaraxaTARA,$0.00481,"$21,191,617","$382,324","4,405,832,713 TARA"
760,SwissCheeseSWCH,$0.5533,"$21,164,818","$4,198,201","38,248,822 SWCH"
761,CratosCRTS,$0.0004272,"$21,060,767","$3,142,495","49,299,676,745 CRTS"
762,PropchainPROPC,$0.9639,"$21,056,509","$704,632","21,845,276 PROPC"
763,Keep3rV1KP3R,$49.26,"$20,945,156","$1,822,529","425,178 KP3R"
764,Blockchain Foundation for Innovation & CollaborationBFIC,$1.98,"$20,910,502","$2,467,099","10,578,424 BFIC"
765,Moon TropicaCAH,$9.32,"$20,841,884","$71,303","2,236,269 CAH"
766,CornucopiasCOPI,$0.02452,"$20,811,173","$152,249","848,670,162 COPI"
767,FluenceFLT,$0.2359,"$20,653,482","$603,410","87,548,143 FLT"
768,SIXSIX,$0.02415,"$20,548,312","$1,104,351","850,966,610 SIX"
769,SquidGrowSQGROW,$0.02656,"$20,539,036","$92,854","773,211,644 SQGROW"
770,Ginnan The CatGINNAN,$0.052967,"$20,479,775","$10,003,717","6,899,998,362,189 GINNAN"
771,LandWolf (SOL)WOLF,$0.002041,"$20,410,236","$704,590","9,999,840,984 WOLF"
772,PAID NetworkPAID,$0.04747,"$20,322,905","$13,901","428,107,911 PAID"
773,Impossible Finance LaunchpadIDIA,$0.02957,"$20,110,324","$13,160","680,000,000 IDIA"
774,StorX NetworkSRX,$0.0588,"$20,074,627","$1,117,403","341,427,504 SRX"
775,OpulousOPUL,$0.07076,"$20,074,722","$1,453,302","283,693,726 OPUL"
776,FC Barcelona Fan TokenBAR,$1.74,"$19,979,900","$1,784,087","11,466,824 BAR"
777,Router Protocol (Old)ROUTE,$1.20,"$19,770,079","$332,427","16,449,189 ROUTE"
778,MATHMATH,$0.1724,"$19,709,641","$224,316","114,356,164 MATH"
779,Wing FinanceWING,$4.28,"$19,663,022","$1,361,883","4,593,274 WING"
780,Foxsy AIFOXSY,$0.09643,"$19,598,368","$1,588,764","203,240,765 FOXSY"
781,Vectorspace AIVXV,$0.3953,"$19,573,492","$54,904","49,517,054 VXV"
782,DeroDERO,$1.36,"$19,422,068","$9,306","14,312,916 DERO"
783,HathorHTR,$0.04241,"$19,393,434","$390,033","457,287,953 HTR"
784,8-Bit CoinCOIN,$0.0006425,"$19,276,424","$60,462","30,000,000,000 COIN"
785,AkropolisAKRO,$0.004349,"$19,294,712","$4,893,225","4,436,209,630 AKRO"
786,DiamondDMD,$5.00,"$19,160,150","$37,964","3,830,877 DMD"
787,cheqdCHEQ,$0.02986,"$19,187,259","$121,202","642,492,815 CHEQ"
788,ELYSIAEL,$0.00478,"$19,171,812","$622,086","4,010,729,784 EL"
789,GiftoGFT,$0.0186,"$19,199,627","$1,836,578","1,032,167,539 GFT"
790,GT ProtocolGTAI,$0.5233,"$18,793,046","$6,568,307","35,914,521 GTAI"
791,Rupiah TokenIDRT,$0.00006557,"$19,088,785","$741,285","291,132,793,120 IDRT"
792,Cere NetworkCERE,$0.002743,"$19,038,608","$443,727","6,939,923,952 CERE"
793,ZUSDZUSD,$0.9995,"$19,002,973",$86,"19,012,373 ZUSD"
794,AIT ProtocolAIT,$0.0835,"$19,018,846","$1,391,412","227,778,609 AIT"
795,BurnedfiBURN,$1.39,"$18,845,568","$264,137","13,590,989 BURN"
796,Statter NetworkSTT,$0.3727,"$18,765,533","$1,953,210","50,344,589 STT"
797,MoonchainMXC,$0.007112,"$18,789,990","$1,555,200","2,642,132,371 MXC"
798,BlackFort Exchange NetworkBXN,$0.004142,"$18,597,814","$465,310","4,489,589,680 BXN"
799,PIVXPIVX,$0.2151,"$18,552,115","$1,964,542","86,235,148 PIVX"
800,PIVXPIVX,$0.2156,"$18,589,106","$1,970,950","86,235,148 PIVX"
801,StaderSD,$0.4529,"$18,463,366","$1,444,820","40,763,114 SD"
802,MON ProtocolMON,$0.1382,"$18,369,795","$4,388,582","132,929,035 MON"
803,UniLendUFT,$0.2323,"$18,360,642","$1,643,592","79,050,222 UFT"
804,DeFiChainDFI,$0.02213,"$18,345,856","$726,629","828,938,980 DFI"
805,RyuJinRYU,$0.071901,"$18,326,570","$316,233","963,849,991,678,536 RYU"
806,NexeraNXRA,$0.02229,"$18,297,181","$194,417","820,713,704 NXRA"
807,Only1LIKE,$0.05478,"$18,141,697","$1,092,565","331,159,918 LIKE"
808,Blendr NetworkBLENDR,$0.4478,"$18,102,867","$306,663","40,425,847 BLENDR"
809,HOPRHOPR,$0.05281,"$18,017,108","$294,886","341,173,813 HOPR"
810,ParagonsDAOPDT,$0.1133,"$18,032,599","$1,214","159,227,540 PDT"
811,Ancient8A8,$0.08844,"$17,996,822","$5,423,245","203,500,000 A8"
812,Hermez NetworkHEZ,$3.83,"$17,998,383","$20,964","4,700,000 HEZ"
813,ScallopSCA,$0.3555,"$17,890,403","$8,786,919","50,317,843 SCA"
814,ZyptoZYPTO TOKEN,$0.01995,"$17,886,530","$122,092","896,457,994 ZYPTO TOKEN"
815,Kava LendHARD,$0.1323,"$17,832,300","$7,161,908","134,791,668 HARD"
816,Neon EVMNEON,$0.3089,"$17,806,401","$1,275,365","57,651,000 NEON"
817,MetaMAFIAMAF,$0.06532,"$17,684,235","$1,852,189","270,712,816 MAF"
818,Galatasaray Fan TokenGAL,$1.86,"$17,618,212","$1,415,756","9,446,864 GAL"
819,NAVI ProtocolNAVX,$0.08552,"$17,513,090","$3,465,726","204,777,486 NAVX"
820,NATIX NetworkNATIX,$0.001084,"$17,492,665","$164,460","16,132,952,900 NATIX"
821,Wrapped DogWDOG,$0.01745,"$17,449,325","$5,715,287","999,998,439 WDOG"
822,OORTOORT,$0.08193,"$17,399,606","$1,125,333","212,359,971 OORT"
823,RadiantRXD,$0.001492,"$17,379,653","$433,041","11,651,098,971 RXD"
824,TectonicTONIC,$0.076972,"$17,270,962","$15,614","247,733,879,909,099 TONIC"
825,GAMEEGMEE,$0.01423,"$17,266,676","$917,938","1,213,630,080 GMEE"
826,BarnBridgeBOND,$2.18,"$17,256,894","$15,482,513","7,910,262 BOND"
827,Verified USDUSDV,$0.9972,"$17,093,074","$1,745,070","17,141,815 USDV"
828,EllipsisEPS,$0.02359,"$17,069,904",$542,"723,701,572 EPS"
829,Creo EngineCREO,$0.05877,"$17,061,689","$2,171,242","290,296,616 CREO"
830,AuroryAURY,$0.2758,"$17,034,006","$302,965","61,758,692 AURY"
831,SmogSMOG,$0.02184,"$17,016,385","$193,501","778,999,968 SMOG"
832,Vector Smart GasVSG,$0.001679,"$16,786,496","$1,679,961","10,000,000,000 VSG"
833,Manchester City Fan TokenCITY,$2.04,"$16,715,221","$1,464,242","8,211,356 CITY"
834,AlturaALU,$0.02322,"$16,711,924","$11,800,437","719,755,021 ALU"
835,OhoOHO,$0.0006921,"$16,695,755","$992,464","24,123,896,382 OHO"
836,KwentaKWENTA,$38.60,"$16,667,368","$55,360","431,809 KWENTA"
837,TrollTROLL,$0.071721,"$16,527,694","$2,286,165","960,420,000,000,000 TROLL"
838,Nine ChroniclesWNCG,$0.04475,"$16,441,120","$278,809","367,436,888 WNCG"
839,FiroFIRO,$1.16,"$16,436,233","$840,193","14,141,281 FIRO"
840,KleverKLV,$0.001841,"$16,351,406","$895,077","8,880,780,407 KLV"
841,Creta WorldCRETA,$0.01112,"$16,302,923","$344,693","1,466,307,454 CRETA"
842,MinswapMIN,$0.01505,"$16,294,927","$187,083","1,082,367,249 MIN"
843,UNS TOKENUNS,$0.1542,"$16,282,749",$14,"105,604,200 UNS"
844,AviatorAVI,$0.002404,"$16,257,211","$10,465","6,762,594,113 AVI"
845,Shark CatSC,$0.01642,"$16,256,240","$2,188,080","989,895,519 SC"
846,MUNCATMUNCAT,$0.01619,"$16,188,048","$4,069,083","1,000,000,000 MUNCAT"
847,FrontierFRONT,$0.6037,"$16,188,088","$700,265","26,814,355 FRONT"
848,Zero1 LabsDEAI,$0.1772,"$16,163,821","$1,946,319","91,221,244 DEAI"
849,zKMLZKML,$0.1727,"$16,126,921","$72,395","93,371,600 ZKML"
850,MonaCoinMONA,$0.2435,"$16,003,511","$151,237","65,729,675 MONA"
851,e-RadixEXRD,$0.0217,"$15,947,677","$196,076","734,834,633 EXRD"
852,TarotTAROT,$0.2474,"$15,888,193","$471,746","64,213,616 TAROT"
853,iMe LabLIME,$0.03635,"$15,732,775","$3,940,199","432,774,153 LIME"
854,Crypto Asset Governance AllianceCAGA,$0.0002536,"$15,595,577","$842,458","61,492,072,802 CAGA"
855,DeFi KingdomsJEWEL,$0.1364,"$15,481,963","$8,920","113,537,457 JEWEL"
856,SAD HAMSTERHAMMY,$0.01639,"$15,434,451","$409,301","941,901,250 HAMMY"
857,NuNetNTX,$0.03056,"$15,405,362","$136,622","504,084,665 NTX"
858,SynternetNOIA,$0.05347,"$15,403,250","$13,822","288,065,607 NOIA"
859,ZEONZEON,$0.0004996,"$15,253,744","$25,283","30,529,103,436 ZEON"
860,Shido [New]SHIDO,$0.0008575,"$15,243,993","$571,645","17,778,060,067 SHIDO"
861,HegeHEGE,$0.01538,"$15,382,584","$919,634","999,852,397 HEGE"
862,CENNZnetCENNZ,$0.01257,"$15,085,086","$51,146","1,200,000,000 CENNZ"
863,ScallopSCLP,$0.2332,"$15,057,555","$761,442","64,582,951 SCLP"
864,AirSwapAST,$0.08573,"$14,958,945","$613,831","174,479,533 AST"
865,Clore.aiCLORE,$0.05956,"$14,858,673","$3,829,767","249,491,637 CLORE"
866,SpaceNSN,$0.3713,"$14,857,497","$10,005","40,010,000 SN"
867,Ben the DogBENDOG,$0.01483,"$14,830,651","$3,772,539","999,780,947 BENDOG"
868,WAGMI GamesWAGMIGAMES,$0.058233,"$14,855,059","$1,977,290","1,804,354,666,195 WAGMIGAMES"
869,QnA3.AIGPT,$0.0961,"$14,774,758","$1,968,746","153,749,940 GPT"
870,MangoMNGO,$0.01477,"$14,766,894","$147,801","1,000,000,000 MNGO"
871,Invest ZoneIVfun,$0.01569,"$14,748,282","$4,256,035","940,218,906 IVfun"
872,StratosSTOS,$0.3802,"$14,750,626","$349,833","38,800,874 STOS"
873,Santos FC Fan TokenSANTOS,$2.66,"$14,738,137","$4,405,506","5,546,061 SANTOS"
874,DefigramDFG,$1.47,"$14,723,240","$5,124","10,000,000 DFG"
875,CounterpartyXCP,$5.66,"$14,662,069",$17,"2,592,289 XCP"
876,NimiqNIM,$0.001187,"$14,647,261","$181,640","12,340,191,749 NIM"
877,Azuro ProtocolAZUR,$0.09052,"$14,645,994","$580,939","161,800,548 AZUR"
878,Gleec CoinGLEEC,$0.08034,"$14,601,966","$1,210,006","181,755,046 GLEEC"
879,MdexMDX,$0.01591,"$15,117,556","$552,384","950,246,937 MDX"
880,OG Fan TokenOG,$3.01,"$14,559,942","$2,498,043","4,838,046 OG"
881,Commune AICOMAI,$0.1442,"$14,527,749","$167,201","100,735,860 COMAI"
882,GYENGYEN,$0.006921,"$14,525,813","$19,499","2,098,780,833 GYEN"
883,SPECTRE AISPECTRE,$1.59,"$14,501,036","$38,074","9,093,998 SPECTRE"
884,TokenPocketTPT,$0.004183,"$14,498,828","$22,430","3,466,457,400 TPT"
885,DMAIL NetworkDMAIL,$0.2424,"$14,484,453","$4,649,526","59,746,708 DMAIL"
886,Cryptex FinanceCTX,$2.16,"$14,467,053","$99,252","6,702,704 CTX"
887,BrainletBRAINLET,$0.01514,"$14,424,249","$3,495,584","952,905,541 BRAINLET"
888,3space ArtPACE,$0.2121,"$14,416,927","$421,943","67,969,139 PACE"
889,CatCoinCAT,$0.092875,"$14,376,619","$2,615,266","50,000,000,000,000,000 CAT"
890,Meter GovernanceMTRG,$0.4586,"$14,354,661","$39,787","31,300,300 MTRG"
891,SentinelDVPN,$0.0007342,"$14,345,307","$200,792","19,538,338,876 DVPN"
892,GaiminGMRX,$0.0009206,"$14,311,647","$128,661","15,545,216,839 GMRX"
893,QuiztokQTCON,$0.001451,"$14,280,358","$103,813","9,843,756,487 QTCON"
894,KoinosKOIN,$0.1705,"$14,195,305","$819,221","83,257,338 KOIN"
895,ViberateVIB,$0.07105,"$14,209,559","$1,137,179","199,995,000 VIB"
896,Alpine F1 Team Fan TokenALPINE,$1.25,"$14,166,769","$1,742,093","11,360,000 ALPINE"
897,TG CasinoTGC,$0.1807,"$14,157,918","$125,582","78,341,520 TGC"
898,Shapeshift FOX TokenFOX,$0.03751,"$14,146,647","$169,571","377,154,162 FOX"
899,zkRaceZERC,$0.1176,"$14,111,835","$42,005","120,000,000 ZERC"
900,HegicHEGIC,$0.01996,"$14,045,722","$74,660","703,727,349 HEGIC"
901,KYVE NetworkKYVE,$0.02046,"$14,020,910","$10,037","685,309,403 KYVE"
902,TARS AITAI,$0.1127,"$13,973,561","$2,807,679","124,015,682 TAI"
903,DFI.MoneyYFII,$362.14,"$13,976,997","$2,939,407","38,596 YFII"
904,Katana InuKATA,$0.0005094,"$13,869,757","$303,590","27,226,308,014 KATA"
905,Pepe 2.0PEPE2.0,$0.072946,"$13,816,085","$1,389,378","469,000,000,000,000 PEPE2.0"
906,BrickkenBKN,$0.2206,"$13,778,372","$3,446,611","62,465,848 BKN"
907,WiFi MapWIFI,$0.02882,"$13,768,084","$487,087","477,657,468 WIFI"
908,PandoraPANDORA,"$1,376.45","$13,764,510","$3,374,204","10,000 PANDORA"
909,VelasVLX,$0.005224,"$13,750,493","$560,820","2,631,985,102 VLX"
910,UNCX NetworkUNCX,$293.14,"$13,649,168",,"46,562 UNCX"
911,SwarmBZZ,$0.2586,"$13,603,816","$491,488","52,600,661 BZZ"
912,BottoBOTTO,$0.2827,"$13,488,521","$66,453","47,719,592 BOTTO"
913,Nibiru ChainNIBI,$0.07221,"$13,481,518","$793,434","186,694,846 NIBI"
914,DUKODUKO,$0.001391,"$13,447,150","$1,525,686","9,663,955,990 DUKO"
915,Book.ioBOOK,$0.01164,"$13,437,813",$147,"1,154,403,100 BOOK"
916,OpenChatCHAT,$0.45,"$13,476,941","$248,150","29,948,057 CHAT"
917,Common WealthWLTH,$0.04262,"$13,426,887","$306,131","315,010,666 WLTH"
918,ApeironAPRS,$0.153,"$13,408,399","$4,409,463","87,630,814 APRS"
919,Volt InuVOLT,$0.062441,"$13,368,167","$73,135","54,766,287,142,827 VOLT"
920,SwftCoinSWFTC,$0.00334,"$13,377,500","$1,694,066","4,004,999,999 SWFTC"
921,PitbullPIT,$0.09332,"$13,342,755","$312,811","40,192,158,063,660,000 PIT"
922,Diamond LaunchDLC,$0.1384,"$13,317,291","$171,212","96,203,056 DLC"
923,Lollybomb Meme CoinBOMB,$0.001326,"$13,264,505","$11,261","10,000,000,000 BOMB"
924,ALTAVATAVA,$0.02596,"$13,207,705","$1,620,696","508,811,996 TAVA"
925,FONSmartChainFON,$0.8833,"$13,189,888","$102,132","14,932,976 FON"
926,KryllKRL,$0.3557,"$13,125,751","$79,747","36,896,369 KRL"
927,MileVerseMVC,$0.004723,"$13,041,223","$1,288,215","2,761,029,999 MVC"
928,AlitasALT,$0.1083,"$12,991,507","$155,487","120,000,000 ALT"
929,Inverse FinanceINV,$21.96,"$12,966,788","$123,161","590,375 INV"
930,AventusAVT,$2.13,"$12,780,134","$361,989","6,000,000 AVT"
931,BADMAD ROBOTSMETAL,$0.01797,"$12,927,193","$145,023","719,299,800 METAL"
932,Vara NetworkVARA,$0.02299,"$12,841,410","$174,909","558,573,850 VARA"
933,Electric Vehicle ZoneEVZ,$0.005909,"$12,876,985","$1,353,029","2,179,372,137 EVZ"
934,GaleonGALEON,$0.01782,"$12,682,679","$68,938","711,814,939 GALEON"
